# Абсолютная пропускная способность A
Lambda,Theoretical,Experimental
2,00,1,993865,1,976000
4,00,3,853211,3,936000
6,00,5,339674,5,640000
8,00,6,407465,7,168000
10,00,7,151322,7,800000
12,00,7,675195,8,784000
14,00,8,053927,9,688000
16,00,8,335867,9,600000
18,00,8,551656,10,656000
20,00,8,720956,10,560000
22,00,8,856686,11,616000
