# Относительная пропускная способность Q
Lambda,Theoretical,Experimental
2,00,0,996933,0,988000
4,00,0,963303,0,984000
6,00,0,889946,0,940000
8,00,0,800933,0,896000
10,00,0,715132,0,780000
12,00,0,639600,0,732000
14,00,0,575281,0,692000
16,00,0,520992,0,600000
18,00,0,475092,0,592000
20,00,0,436048,0,528000
22,00,0,402577,0,528000
