# Вероятность простоя P0
Lambda,Theoretical,Experimental
2,00,0,368098,0,356824
4,00,0,137615,0,122044
6,00,0,054348,0,046861
8,00,0,023328,0,012861
10,00,0,010939,0,031214
12,00,0,005562,0,015381
14,00,0,003032,0,009120
16,00,0,001754,0,003064
18,00,0,001067,0,010772
20,00,0,000677,0,006837
22,00,0,000445,0,005608
