# Вероятность отказа Pn
Lambda,Theoretical,Experimental
2,00,0,003067,0,012000
4,00,0,036697,0,016000
6,00,0,110054,0,060000
8,00,0,199067,0,104000
10,00,0,284868,0,220000
12,00,0,360400,0,268000
14,00,0,424719,0,308000
16,00,0,479008,0,400000
18,00,0,524908,0,408000
20,00,0,563952,0,472000
22,00,0,597423,0,472000
